month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-04-01,07M,E83036,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2018-09-01,07M,E83017,Atorvastatin_Tab 40mg,1,15.48634,400
2018-09-01,07M,E83036,Levothyrox Sod_Tab 25mcg,1,22.16869,336
2019-05-01,07M,E83021,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-06-01,07M,E83046,Ramipril_Cap 2.5mg,1,12.27954,336
2019-03-01,07M,E83021,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2018-08-01,07M,E83009,Levothyrox Sod_Tab 25mcg,1,66.11937,1000
2018-12-01,07M,E83021,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-12-01,07M,E83024,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-12-01,07M,E83036,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2019-01-01,07M,E83046,Ramipril_Cap 2.5mg,1,10.48191,336
2019-02-01,07M,E83024,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-07-01,07M,E83036,Levothyrox Sod_Tab 25mcg,2,34.60471,336
2018-10-01,07M,E83017,Levothyrox Sod_Tab 25mcg,1,28.07465,448
2019-05-01,07M,E83638,Levothyrox Sod_Tab 100mcg,1,13.77295,400
2019-06-01,07M,E83024,Levothyrox Sod_Tab 25mcg,2,36.38015,336
2019-03-01,07M,E83017,Levothyrox Sod_Tab 25mcg,1,23.05301,448
2018-08-01,07M,E83024,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2019-01-01,07M,E83017,Levothyrox Sod_Tab 25mcg,1,23.03046,448
2019-01-01,07M,E83045,Amlodipine_Tab 5mg,1,7.25195,336
2019-01-01,07M,E83653,Levothyrox Sod_Tab 100mcg,1,10.81604,336
2018-10-01,07M,E83046,Ramipril_Cap 2.5mg,1,13.48673,336
2019-05-01,07M,E83045,Amlodipine_Tab 5mg,1,7.92456,336
2019-05-01,07M,E83638,Levothyrox Sod_Tab 25mcg,1,21.74083,400
2019-05-01,07M,E83638,Levothyrox Sod_Tab 50mcg,1,13.77295,400
2018-11-01,07M,E83045,Amlodipine_Tab 5mg,1,7.47144,336
2018-11-01,07M,E83045,Levothyrox Sod_Tab 100mcg,1,11.03397,336
