month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-04-01,03W,C82044,Levothyrox Sod_Tab 25mcg,1,21.63842,400
2018-08-01,03W,C82010,Levothyrox Sod_Tab 100mcg,1,30.9401,840
2019-07-01,03W,C82044,Levothyrox Sod_Tab 25mcg,1,20.58062,400
2019-05-01,03W,C82038,Levothyrox Sod_Tab 100mcg,1,28.70791,840
2019-05-01,03W,C82044,Levothyrox Sod_Tab 25mcg,1,21.62843,400
2019-06-01,03W,C82010,Levothyrox Sod_Tab 100mcg,1,28.72867,840
2019-06-01,03W,C82044,Levothyrox Sod_Tab 25mcg,1,21.64407,400
2019-04-01,03W,C82038,Levothyrox Sod_Tab 100mcg,2,57.44233,840
2019-07-01,03W,C82010,Levothyrox Sod_Tab 100mcg,1,29.85152,840
2019-05-01,03W,C82079,Levothyrox Sod_Tab 50mcg,1,28.70791,840
2018-11-01,03W,C82010,Levothyrox Sod_Tab 100mcg,1,27.56632,840
2019-04-01,03W,C82038,Levothyrox Sod_Tab 50mcg,1,28.72116,840
2019-07-01,03W,C82038,Levothyrox Sod_Tab 25mcg,1,43.23729,840
2018-10-01,03W,C82010,Levothyrox Sod_Tab 100mcg,1,30.07909,840
2019-05-01,03W,C82010,Levothyrox Sod_Tab 100mcg,1,28.70791,840
2019-06-01,03W,C82038,Levothyrox Sod_Tab 100mcg,2,57.45733,840
2019-03-01,03W,C82038,Levothyrox Sod_Tab 100mcg,1,27.04795,840
